cust_id,Geo,Age,R_ninteen,C_ninteen,R_twenty,C_twenty,R_twentyone,C_twentyone,R_twentytwo,C_twentytwo,R_twentythree,C_twentythree
127650212,Dongjak,51,10643.333,159,21642.536,133,160611.885,252,118393.67,296,67547.6,144
127660971,Yangcheon,51,77054.61,308,61931.44,208,92998.873,241,131573.93,212,39969.52,100
127672043,Seocho,51,106973.957,166,125543.962,197,124567.03,147,123881.206,166,31563.17,35
127691221,Gwangjin,51,27071.948,192,31916.992,138,67334.897,135,203088.294,168,104906.966,126
127741601,Gangnam,51,24718.732,110,89563.469,338,123239.544,404,132562.258,376,30535.49,128
127798938,Seocho,51,54642.213,215,92915.297,166,95030.129,152,124932.67,189,72546.181,93
127830437,Yangcheon,51,77492.976,195,133461.074,161,115284.202,257,132525.807,244,109447.43,125
127845617,Gangnam,51,133926.308,233,111625.075,206,139634.838,185,167255.208,218,68428.764,103
127862421,Bucheon,51,0,0,0,0,59725.597,131,131914.238,192,96335.639,172
127935542,Gangdong,51,9700.9,28,302152.614,237,463156.767,136,405789.822,189,161270.843,124
127990815,Seongnam,51,13055.343,185,32924.639,205,64042.918,234,128475.302,296,137110.741,152
128010837,Seongnam,51,126284.936,234,108589.556,211,109161.635,251,125780.954,236,105546.46,129
128104288,Gangnam,51,108550.229,241,136978.741,225,276345.159,335,334437.143,332,217861.729,145
128105148,Gangnam,51,49776.77,132,109965.481,158,137816.031,149,134042.655,179,83182.475,159
128379959,Guri,50,104686.882,161,116645.908,128,68406.38,62,117698.67,142,43617.2,57
128477928,Gangnam,50,150132.407,532,148305.332,609,266833.738,703,499619.293,766,127399.549,295
128487689,Bucheon,50,81398.497,244,82911.412,319,104783.628,337,160958.38,329,45314.345,173
128604418,Gangnam,50,48301.572,66,101713.605,140,115063.914,156,140602.8,155,49950.377,87
128654393,Songpa,50,106591.373,335,161855.188,426,216167.837,414,227655.243,338,143478.42,175
128721305,Yongin,50,63983.35,164,97685.536,204,118364.362,174,145205.13,157,68288.49,83
128727826,Mapo,50,93525.554,412,208739.855,486,294446.916,525,194680.137,452,137334.3,211
128762474,Gangnam,50,65854.781,136,54401.052,164,89493.271,222,130665.764,224,53392.58,75
128773223,Gangnam,50,84156.483,188,158934.635,178,156200.746,220,312696.963,181,113613.782,123
128827601,Gangnam,50,66609.04,281,85436.236,293,112267.355,395,172238.584,318,67973.585,179
128887537,Gangnam,50,85306.901,197,110982.527,135,127211.076,140,182292.194,190,37316.589,53
129002249,Gangnam,50,195806.999,475,152284.948,414,129202.531,311,165169.639,239,73169.786,87
129264949,Gangnam,50,85375.771,202,75977.577,215,88675.205,261,150584.676,264,49434.847,102
129307303,Songpa,50,115008.234,427,74000.663,413,160618.013,436,689674.507,577,55637.681,231
129586149,Gangnam,50,37277.325,167,124059.626,162,221426.572,213,132933.145,253,220504.84,137
129586991,Bucheon,50,75049.541,330,102062.337,262,123215.598,446,272211.172,381,107798.894,163
129605162,Nam-gu,49,76693.16,189,96863.166,225,145969.013,369,131411.255,291,65465,152
129690745,Gangnam,49,328121.804,648,324648.112,351,334089.904,427,125803.116,299,113156.348,139
129714601,Hanam,49,12936.07,19,53459.8,42,75173.87,64,159893.241,178,128635.504,142
129770725,Junggu,49,8654.2,16,18372.762,42,28581.84,54,130823.607,226,104019.409,206
129787538,Songpa,49,4006.8,13,34613.87,39,93762.47,91,129649.85,154,62121.701,73
129852221,Gangnam,49,148861.999,352,133235.689,252,102690.998,201,134523.113,273,69866.168,125
129941635,Mapo,49,204749.677,258,241764.047,281,511674.476,377,631874.021,353,153449.971,169
129966761,Seongnam,49,234286.404,578,204819.56,396,112723.547,235,159733.031,208,95733.846,150
129990309,Seocho,49,48058.219,333,42934.061,279,155392.991,300,138949.508,431,131579.9,183
129991632,Yeongdeungpo,49,27188.25,65,115423.593,169,232528.875,219,338236.19,143,48732.12,90
130006789,Yangcheon,49,88455.994,186,92133.857,246,96858.738,276,176579.442,391,52052.943,251
130040006,Nam-gu,49,123072.086,213,111220.092,303,116746.438,242,139468.72,246,84850.2,106
130059489,Gangnam,49,101146.2,177,108036.478,216,88952.79,169,130938.544,181,72780.016,104
130075804,Seongnam,49,34956.88,77,43960.39,8,58656.256,153,125152.608,184,72856.36,135
130143833,Gwanak,49,2737.39,25,7530.612,23,71226.7,86,164039.54,131,66586.25,76
130156178,Goyang,49,2548.176,114,6951.701,152,8005.319,127,127554.3,306,4969.65,48
130168103,Gangnam,49,182832.57,339,138685.614,355,255574.523,397,293547.037,247,198591.074,171
130213047,Gangnam,49,134247.611,224,136264.552,232,125833.546,217,138947.265,259,70266.951,89
130228437,Gangnam,49,4131.026,95,7242.77,129,35968.829,353,146909.888,580,80744.227,244
130277819,Gangnam,49,71438.206,232,72984.542,93,129763.627,133,147579.086,185,75791.637,47
130400902,Nam-gu,49,74173.07,42,144999.2,61,152835.13,67,135263.25,80,25103.32,13
130479931,Gangnam,49,453035.907,445,381517.927,305,344556.514,281,426063.806,230,261793.478,108
130576031,Nam-gu,49,4520.88,94,10283.36,78,7042.214,89,15023.818,118,2680.81,44
130631962,Gangnam,49,43337.994,215,103114.426,241,95822.199,309,130756.312,250,32359.743,141
130662991,Seongdong,49,56644.884,377,77854.032,452,107603.378,429,144093.7,400,74039.116,154
130691911,Gangnam,49,4705.188,55,11335.988,43,38934.215,164,126594.344,282,14718.216,100
130782871,Hwaseong,48,51221.32,178,54808.273,151,151007.16,237,128609.885,256,30893.9,120
130856733,Gangnam,48,214781.611,155,202357.028,208,177402.584,149,208508.683,229,74795.504,96
131057145,Dongdaemun,48,23520.345,75,14140.99,49,46315.245,88,139305.93,169,52207.577,101
131167266,Gangnam,48,90636.699,302,148624.918,376,106452.272,395,171850.081,357,142889.193,181
131233136,Gangnam,48,134064.555,408,132272.839,297,176477.342,257,191899.446,242,121977.366,85
131329831,Seocho,48,3209.69,4,21620.261,41,71544.194,126,120209.226,283,85859.12,149
131364776,Bucheon,48,3723.4,67,6543.727,77,65304.1,239,121869.982,261,50325.418,119
131425511,Yongin,48,55358.933,146,93707.187,126,54964.698,154,124247.102,176,82789.32,82
131583145,Gangnam,48,154619.659,214,181098.2,251,138364.07,207,125914.45,168,65737.73,62
131595795,Songpa,48,164825.592,215,360955.092,302,216026.216,240,313465.734,211,121996.86,76
131597571,Yeonsu,48,74672.645,235,49504.095,250,96832.838,263,119884.726,148,2342.55,26
131616905,Yongsan,48,34683.142,145,90679.697,102,94389.014,123,136515.9,195,62466.04,92
131719658,Gimpo,48,104286.603,202,237094.578,185,209539.577,190,352138.54,279,183244.6,142
131725499,Yongin,48,180352.305,186,173310.32,188,188734.918,266,156368.014,160,87965.94,96
131789421,Gangnam,47,116411.998,277,97877.261,246,173830.057,195,199792.314,214,141170.95,81
131906311,Gangnam,47,68780.898,305,114454.569,290,134893.409,267,243484.235,319,49002.9,176
131984615,Songpa,47,51419.738,185,144717.98,180,145655.55,325,175237.61,274,111712.059,139
131992048,Goyang,47,208928.064,284,243945.802,311,237370.545,215,151612.294,106,47560.985,55
132021181,Goyang,47,58430.896,192,44275.637,190,128903.363,228,151694.359,316,63261.232,148
132032478,Yangcheon,47,69554.03,523,125075.244,408,136299.338,405,214965.141,457,41972.72,262
132042499,Seocho,47,148270.013,592,142384.556,390,134765.312,288,213648.581,319,76456.461,148
132047491,Songpa,47,170649.463,392,113486.516,422,218995.621,343,150498.654,227,56579.388,147
132224158,Seocho,47,16674.637,13,146618.114,555,136858.601,553,177093.14,886,127469.047,421
132231069,Songpa,47,89137.762,331,62975.1,249,107997.534,216,489853.673,357,103983.256,158
132280977,Seogwipo,47,180995.111,637,133471.813,622,211628.949,619,409525.304,541,0,0
132337714,Gangnam,47,1208,6,6211,21,12064.91,36,161712.696,205,112178.76,120
132388551,Yongsan,47,18574.235,255,38349.639,311,75174.249,374,180465.688,415,72871.486,183
132505241,Seongnam,47,33156.3,68,51764.571,126,24559.64,104,125395.972,158,44568.174,89
132590746,Yeonsu,47,88259.54,179,94651.016,189,53310,196,113474.82,273,115340.23,183
132607353,Gangnam,47,38555.08,138,181688.084,159,130288.221,210,163586.25,164,40866.72,52
132821401,Gangnam,46,109381.483,494,147376.446,340,129287.636,226,198561.982,260,82139.999,137
132828351,Gangnam,46,11312.15,58,14955.746,65,61207.96,159,131219.508,306,16375.441,104
132952071,Seocho,46,20607.182,291,90870.747,404,133829.584,400,210836.588,288,81322.87,94
132991012,Gunpo,46,52516.154,141,113194.155,211,59822.449,184,141570.092,313,86736.436,168
133069291,Yeongdeungpo,46,6224.488,92,2888.35,23,40701.388,303,266574.113,469,144614.534,210
133102566,Seocho,46,205125.332,325,177658.2,229,45452.693,119,149585.83,309,30235.5,71
133472671,Yeonsu,45,122356.41,537,72117.816,341,236356.001,209,136762.68,181,89039.939,62
133843959,Songpa,45,130345.682,137,249715.794,214,145400.492,177,131236.407,242,72641.685,71
133850515,Gangnam,45,85664.215,292,91532.735,306,67503.827,212,180810.001,273,34081.024,88
133931691,Gangnam,45,16477.06,116,14086.366,119,53939.298,199,131156.952,285,38200.22,127
134007141,Gangnam,45,103985.323,328,107655.001,184,180964.101,239,281228.06,418,65192.527,221
134119051,Goyang,44,63606.114,296,75500.826,337,131540.247,369,135204.736,407,38809.85,190
134203852,Gangnam,44,271214.07,288,914730.811,398,604215.199,399,431198.728,336,274735.012,149
134269971,Gangnam,44,54526.249,259,55551.004,104,111314.566,48,196441.788,221,102451.123,106
134417257,Songpa,44,75292.761,237,48243.975,156,268962.797,218,325579.604,268,46423.49,32
134450558,Seongnam,44,33181.818,353,50813.999,327,71979.276,403,138897.09,339,75620.298,148
134601021,Mapo,43,74582.589,174,62044.56,170,102895.509,206,134545.863,168,25796.762,99
134696891,Yongsan,43,0,0,138161.96,65,90925.072,170,343121.95,314,179988.69,102
134735505,Gimpo,43,15411.083,44,65357.6,133,121120.563,289,133289.672,254,87201.104,70
134761391,Seongnam,43,18826.186,223,58891.22,158,115114.32,355,127400.627,303,61685.268,176
134810733,Gangnam,42,130349.117,275,105678.534,216,193666.094,309,154016.407,163,116427.87,75
135103117,Seocho,39,14304.21,155,46991.062,174,63703.34,176,140173.119,205,20162.871,157
135354531,Yongsan,84,154641.89,204,228759.434,232,256631.909,319,250649.967,223,145301.666,114
135390143,Yongsan,83,124425.406,230,74546.484,238,50866.816,139,137212.826,215,80086.454,115
135566896,Gangnam,80,98664.793,244,95591.297,229,116740.39,235,140719.882,245,57292.666,107
135858297,Gwangjin,76,24005.304,144,28905.504,74,45102.353,105,124529.33,187,67232.674,124
135963989,Gangnam,75,107249.969,358,62232.01,266,92357.087,251,121935.003,368,53917.092,119
136235157,Seodaemun,72,97613.199,183,135071.467,423,126100.298,407,135712.455,325,59192.852,237
136251121,Seongnam,72,112020.376,393,157892.81,336,112946.264,368,127749.36,278,44724.5,62
136252431,Gangnam,72,0,0,164806.13,109,123483.237,212,158863.036,236,144857.844,156
136291816,Gwangjin,71,45146.535,170,36526.77,133,109570.901,149,122954.798,230,5283.23,40
136355925,Seocho,71,0,0,34729.996,126,222015.683,387,383873.499,609,198129.444,258
136470451,Seongnam,70,2514.6,43,108901.8,33,-46441.08,165,127628.807,201,140598.687,78
136516398,Seongdong,69,103468.947,198,155884.981,189,130827.134,217,280015.362,312,118961.333,139
136675591,Gangnam,68,57323.459,496,50080.487,470,51803.64,314,139042.931,425,88639.318,185
136762231,Gangnam,68,0,0,0,0,0,0,135283.008,134,52331.04,73
137454088,Buk-gu,64,94874.478,393,120571.439,295,74245.975,255,124801.705,255,43912.734,131
137458271,Gangnam,64,138644.168,353,201904.684,550,227960.597,360,169468.008,336,86841.348,156
137471481,Suseong,64,159883.58,180,120577.778,137,129501.559,209,133752.14,272,68464.505,172
137544925,Seongdong,63,5805.845,147,6504.177,117,101720.846,236,207251.438,368,224815.035,234
137591916,Yeongdeungpo,63,81113.407,257,95379.857,195,108586.736,396,131952.701,332,72983.532,153
137634761,Seongnam,63,45288.686,236,60197.291,191,48971.094,197,126732.38,229,33337.65,73
137659055,Gangnam,63,55544.239,590,59564.1,296,137654.467,840,198646.372,1007,122045.245,463
137671307,Suseong,63,51078.984,212,83675.588,306,134176.565,241,125856.04,191,33139.636,115
137755222,Seongnam,62,31389.855,106,135396.374,256,97631.879,402,140118.453,294,94896.888,143
137757704,Gangnam,62,54879.462,112,63750.659,127,64334.585,145,147609.966,254,90890.14,133
137815922,Seocho,62,134001.299,362,74957.545,283,175337.742,336,113268.075,306,31933.305,93
137867396,Gwangjin,61,69178.556,329,100152.244,340,83005.284,334,200607.831,307,75269.392,147
137902406,Gangnam,61,170387.325,563,269788.273,616,200192.696,498,211406.382,325,78597.793,180
138035921,Gangdong,60,2316.481,14,1178.84,7,10776.856,23,134326.685,132,64690.423,88
138038271,Seongnam,60,91648.999,170,166298.476,197,148339.181,295,130071.897,287,46707.816,154
138086107,Jongno,60,141500.764,152,129254.781,224,123417.13,150,136932.862,328,74417.602,182
138130911,Songpa,60,0,0,23709,13,44894.321,50,130294.46,146,33354.312,45
138464169,Seongdong,57,84071.545,251,49249.69,177,94447.966,232,125962.645,230,28894.974,81
138517748,Gwangjin,57,99219.494,332,90825.684,289,103583.91,336,170981.78,273,43858.45,102
138539867,Yangcheon,57,74046.668,188,87110.947,353,123540.691,572,139907.973,446,119319.939,201
138659654,Yongsan,56,0,0,0,0,15250.7,162,137644.302,262,169729.72,133
138726124,Pohang,55,91633.97,164,70322.744,143,70302.49,137,174204.64,241,67903.45,186
138829297,Suseong,54,129343.31,230,174034.287,255,129422.391,269,132632.8,249,108834.688,143
138861866,Suseong,54,107853.133,360,109520.927,601,149576.97,366,158817.156,387,102154.53,167
139109139,Seongnam,52,0,0,0,0,131828.474,179,141838.913,278,93812.065,156
139140889,Gangnam,51,56146.669,420,109630.457,472,188804.664,457,179164.63,474,60385.076,158
139263234,Seongdong,49,6455.127,185,3952.31,202,61005.608,257,225913.143,412,60049,195
139300171,Seocho,48,1217.745,47,15405.635,73,52133.789,143,233848.309,323,223600.594,148
139316451,Seongdong,48,14312.479,72,21879.95,111,50852.112,184,157482.63,309,30083.682,164
139362132,Hanam,45,28004.443,181,71761.398,259,90676.604,478,167147.139,465,133560.431,172
139381505,Gangnam,44,130707.771,333,127316.304,209,294062.115,304,273376.887,323,200577.569,131
139382603,Buk-gu,44,0,0,0,0,0,0,134911,31,75501.25,10
139387201,Gangnam,44,0,0,0,0,107243.29,202,206646.419,241,28130.016,130
139397371,Gangnam,43,0,0,0,0,0,0,192629.696,234,104152.717,138
139406673,Gangnam,41,47222.926,126,60949.095,154,94758.185,159,154423.31,256,125583.118,99
139445291,Yongsan,52,172152.063,657,194489.412,568,175751.432,443,175287.502,447,84161.137,261
139453681,Gangnam,50,3163.524,122,39939.742,347,98760.32,320,122525.821,313,24204.25,36
139454961,Seongnam,49,0,0,0,0,116918.054,239,129600.125,181,130053.49,109
139492029,Gwangjin,41,167116.497,294,91835.029,292,114272.019,329,119783.439,236,52994.43,167
140398051,Goyang,69,105743.276,229,157081.87,290,169068.044,388,216533.824,331,94582.604,168
142333573,Gangnam,45,60959.228,497,59028.417,260,52924.573,264,130847.418,307,31675.18,118
143661172,Seongnam,63,86858.598,242,222238.295,351,127620.178,385,118840.185,252,24694.963,150
143942686,Yangcheon,50,108042.91,381,67150.702,348,68227.579,312,156598.154,252,24875.242,118
144031781,Gangnam,48,59582.808,376,52217.497,319,41810.9,214,131751.795,277,27359.148,164
144457034,Gangnam,41,63892.121,465,146183.938,453,216377.984,435,252447.284,316,88863.112,116
144489657,Junggu,41,0,0,769.2,6,46805,5,352821.5,236,303178.2,26
144542242,Gangnam,39,4808.151,29,136870.65,156,162910.585,247,132460.616,236,13181.408,121
150007801,Dong-gu,41,1963.06,30,166.3,5,1367,7,323176.12,253,42374.9,36
150071633,Gangnam,52,228000.2,138,169309.04,190,116588.624,155,176280.351,195,158480.505,197
150071856,Gangnam,51,20938.07,130,101001.86,130,383303.302,386,1514692.092,571,580233.721,129
150129892,Uiwang,59,172020.699,247,191326.892,133,98597.135,134,121750.532,228,471.52,11
150195758,Namyangju,44,9815.86,78,21001.97,50,34055.564,136,186303.607,281,40192.42,67
700026279,Gangnam,46,29189.101,135,36239.872,170,55783.257,266,176344.061,254,41561.216,82
700048711,Seocho,47,27231.009,137,55440.064,107,112595.942,199,166971.84,218,104997.319,82
700138856,Seogwipo,46,53250.04,161,42572.119,91,114720.986,149,264676.188,354,63337.27,162
700368814,Gangnam,39,184833.072,356,107623.934,230,115702.56,237,201432.85,327,62067.942,95
700532083,Gangnam,63,104645.855,433,132001.596,447,91908.471,496,126235.57,331,88311.62,285
700710803,Gangnam,41,63965.584,86,61000.228,99,109973.939,123,337157.096,152,73448.042,66
700768233,Seocho,51,103347.323,601,126742.149,347,132697.123,353,126665.852,285,74538.116,109
700836037,Dalseong,62,130339.286,177,196089.224,250,105752.158,140,126944.968,104,47715.29,80
700947739,Cheongju,40,26987.66,231,59741.182,154,108666.767,195,125616.59,197,83775.445,182
701010518,Songpa,69,148463.796,335,160317.122,141,128571.699,169,180430.358,175,41665.592,71
701120052,Seocho,45,20119.274,219,85395.956,194,71323.302,231,157606.525,223,41036.674,67
701588711,Hanam,48,81310.23,176,85315.718,200,196217.35,299,185455.768,167,11872.95,64
701605621,Gwangju,60,212879.769,407,314138.558,415,183217.693,458,166819.953,293,90891.628,176
701641413,Seongnam,44,0,0,0,0,49046.66,102,133637.108,323,251533.608,173
701665964,Suseong,60,176557.735,311,123020.853,257,150230.262,292,134069.515,265,68368.23,116
701719961,Seongbuk,43,78490.75,129,70134.78,121,98895.19,100,141855.747,107,87656.91,56
701807675,Gangnam,50,122823.202,370,86873.243,297,224666.462,380,194517.335,278,55886.796,94
702043481,Gangnam,42,58535.03,564,136359.024,309,119750.18,328,146040.743,247,41339.447,89
702078111,Gangnam,68,106403.469,337,77272.721,373,62659.3,331,146996.269,277,75787.846,95
702095998,Seogwipo,43,101019.924,209,83679.818,241,145059.77,238,123420.77,201,109472.283,73
702141917,Seocho,43,59556.206,72,52112.55,51,158123.266,153,130662.944,165,143907,36
702208064,Yangcheon,42,77563.902,250,73811.349,262,86149.951,297,127608.56,417,92419.822,242
702313891,Seodaemun,42,20,1,1155.8,3,119223.409,100,235330.704,160,62143.203,118
702507331,Gangnam,48,2749.75,22,802.1,3,173852.65,82,135177.888,322,107675.011,291
702993721,Bupyeong,56,78208.402,168,80145.777,158,78334.016,142,131090.589,130,98980.5,86
703032462,Gangnam,43,7226.668,97,11517.614,48,35401.443,143,210865.68,220,109306.704,112
703154352,Gangnam,63,4165.1,7,12562.3,27,51221.25,27,138596.32,44,8687.5,9
703157553,Yongin,55,32650.968,146,78040.491,169,92908.286,153,152831.765,210,53804.545,123
703360337,Yongin,53,0,0,58672.7,68,190343.32,195,145505.308,220,184861.69,87
703402511,Gangseo,46,27152.035,44,114037.617,225,129784.076,302,138426.326,266,43905.335,109
703430341,Dalseo,59,161254.605,230,182830.749,157,122553.908,198,180984.618,258,182729.92,134
703515993,Yongsan,55,10911.763,103,14121.432,201,61715.318,166,128368.483,220,39041.791,79
703534513,Seongdong,39,5374.23,80,4391.845,53,967.61,23,4861.57,203,906.848,31
703705778,Gangnam,48,26038.707,203,75659.191,297,93752.392,323,139917.471,343,64355.9,146
703976128,Nam-gu,36,7708.6,42,44912.48,67,94883.62,199,228439.063,427,56776.049,156
704038482,Seocho,65,59965.991,397,54904.838,316,81084.522,405,123841.633,359,72523.148,238
704129118,Seongnam,46,74077.075,187,117946.75,155,147706.97,125,170413.19,151,122995.94,88
704259192,Yongsan,42,144210.432,242,150940.69,201,123901.444,183,179464.542,210,38634.333,55
704302871,Yongin,45,67620.2,173,75656.23,200,71898.83,197,128422.273,217,56022.072,112
704372144,Bucheon,53,125923.79,149,67957.59,223,113052.813,249,194834.27,236,53449.709,77
704735624,Namyangju,56,79523.613,336,99283.852,333,137783.557,286,189387.62,269,68903.6,108
704843161,Seongnam,47,63024.704,325,111665.624,476,123703.544,473,143763.878,334,39269.687,179
704859582,Gangseo,44,156423.811,367,174678.269,270,212065.186,255,181085.933,249,97837.695,181
704898382,Gangnam,72,41179.914,321,59453.58,380,67146.298,257,167782.548,439,41629.032,183
704916618,Seongnam,52,83349.95,329,115018.14,326,98595.098,411,164903.831,320,97376.18,135
705074609,Seongnam,43,119095.843,536,157467.558,535,195837.753,556,353227.711,748,170889.626,524
705337681,Mapo,43,77097.605,56,180936.109,73,122791.645,87,343100.159,245,118429.602,51
705357971,Gangnam,45,59533.227,143,102966.458,144,118780.49,140,258072.677,201,85956.092,85
705630347,Suseong,56,96943.344,239,79794.183,239,81547.646,259,160944.847,340,31374.07,174
705689003,Seongnam,49,143423.017,279,177561.566,398,150315.681,350,123066.113,220,88217.193,135
705698086,Seocho,54,135522.972,197,155990.812,275,241023.65,343,267125.08,453,37268.29,97
705836951,Seocho,54,594.727,17,14230.7,82,114286.924,153,134562.11,163,71851.762,129
706418021,Seocho,54,190242.742,483,157706.117,416,383863.931,373,256027.864,253,62712.797,140
706444661,Gangnam,48,82172.887,366,116708.011,382,127828.949,375,160790.785,292,109245.483,174
706529661,Gangnam,50,15033.95,135,11399.208,73,215810.257,326,141655.32,307,35767.748,106
706547737,Gangnam,41,54500.4,42,277755.07,81,129530.663,446,118325.14,481,46446.132,278
706663411,Junggu,56,85731.12,164,109211.02,185,115712.447,183,146085.315,204,76187.81,108
706683555,Hanam,46,9033.404,43,9367.4,20,5383.04,7,126535.5,68,7365.2,16
706774065,Gangdong,44,8481.59,83,60480.545,282,100063.815,258,131462.27,269,38198.729,151
706897012,Suseong,65,103780.184,343,101207.733,284,117130.396,271,131479.755,327,43104.954,159
707012276,Junggu,48,71570.77,240,89919.632,196,104100.398,247,124813.42,285,41371.54,150
707028946,Seongnam,41,0,0,107914.1,14,280288.71,211,133277.727,328,119008.841,120
707137235,Gangnam,48,42407.208,299,36000.973,249,56075.666,257,130305.386,265,110405.712,244
707340231,Yongsan,49,99591.568,147,132117.954,191,163214.56,229,310522.362,214,143291.07,74
707414989,Cheongju,39,41456.095,151,66043.916,137,92030.41,141,146263.28,153,77509.653,95
707429121,Gangnam,43,83761.765,268,172754.475,276,274182.428,412,283993.83,381,113758.527,169
707446301,Seongdong,50,-2125.92,7,72513.885,158,92801.697,220,133134.812,180,137645.2,108
707510106,Seocho,46,165493.448,242,141659.101,362,152054.821,369,158073.645,238,31726.928,68
707585962,Gangnam,53,104925.994,272,119355.564,231,151932.374,264,197185.518,298,88506.674,118
707615265,Gangnam,44,0,0,0,0,0,0,46598.896,209,224578.951,233
707656196,Gangnam,59,142805.368,354,184018.915,323,199000.281,296,195230.068,226,102845.36,116
707935961,Gangnam,40,101680.407,202,218777.935,133,205700.88,169,206748.258,144,42659.745,75
708051803,Goyang,51,166408.046,124,185622.9,71,128486.782,81,225499.472,43,59232.6,17
708062177,Gimpo,48,29802.993,202,25095.056,169,88368.916,226,127457.778,202,10304.82,47
708146142,Seongnam,66,119134.396,311,116895.904,270,112904.849,235,125798.103,248,59811,102
708195801,Seodaemun,43,47097.635,95,60676.005,274,133200.716,324,247081.716,417,120975.388,129
708203052,Gangnam,47,29,1,31557.2,34,106643.319,213,146546.95,215,154128.7,128
708473761,Yeongdeungpo,55,104893.734,304,133204.569,264,133114.422,235,138248.404,258,79029.652,97
708533675,Yongin,45,91005.152,74,91984.69,213,117957.133,193,151861.906,244,72384.8,115
708832732,Yongin,49,140478.081,594,146696.489,468,194527.762,510,340501.79,674,171229.122,339
708915744,Gapyeong,43,13339.815,169,13423.611,95,102907.219,153,210340.28,235,60090.992,139
708947408,Gangnam,52,41110.718,268,116605.558,359,225028.202,359,116257.044,257,51857.436,120
709086509,Gangnam,40,22173.21,85,32667.716,87,117175.216,144,194663.941,239,99908.787,109
709102964,Seongnam,59,64852.381,278,108302.358,360,104730.245,306,132706.753,347,47325.514,116
709225021,Gwangmyeong,52,135322.807,110,126946.968,126,175648.977,169,94849.988,148,26389.361,91
709225062,Siheung,58,337818.994,104,264091.571,112,220957.835,88,166286.957,208,57815.665,107
709326561,Yongsan,51,155103.83,183,123707.606,208,115423.434,239,126365.456,205,85513.798,121
709362866,Gangnam,45,236754.153,205,256943.534,185,339349.268,268,378824.658,269,68870.682,93
709399563,Gangnam,57,74558.303,335,127472.569,424,142988.25,309,142523.497,284,99510.82,169
709527753,Goryeong,45,124297.635,228,116215.795,224,116702.426,242,144263.61,249,64312.293,117
709674543,Gwacheon,41,245849.09,107,223099.411,88,242341.477,120,123840.717,50,45761.98,22
709739343,Songpa,53,92590.466,254,117481.563,318,107288.325,272,152884.673,390,89595.934,205
709892341,Yongsan,62,79641.01,120,91295.121,136,116348.34,200,125984.978,316,36221.816,111
710061417,Yangcheon,45,302296.532,579,363453.788,743,122919.329,298,233170.131,242,26527.28,40
710169554,Gwangmyeong,69,115892.864,599,92199.862,594,115630.63,1348,171717.029,1505,-9832.646,787
710171826,Yongsan,55,114006.009,362,83152.786,285,136080.215,277,281479.238,266,88142.336,115
710204621,Yongsan,45,99473.816,338,234236.091,416,161262.537,376,200995.705,376,132825.973,128
710206084,Gangseo,52,129776.197,348,114358.436,309,103016.692,269,127524.837,288,99836.11,170
710211228,Yeonsu,41,0,0,36668.024,82,147900.158,186,153244.365,150,53357.794,45
710262769,Dangjin,59,75730.068,213,78233.297,166,80824.41,196,135116.58,156,52752.72,71
710300581,Gangnam,39,61787.498,43,25224.86,36,99085.31,126,156143.133,319,33365.91,86
710363744,Nam-gu,49,139492.23,212,202199.864,229,174922.284,246,164455.845,182,66510.6,63
710526959,Yangcheon,56,56151.904,197,55797.55,211,116176.808,169,151199.954,188,45571.813,90
710629212,Gimpo,57,83314.655,236,117303.864,234,138128.117,314,140461.077,189,139861.404,150
710894656,Seogwipo,50,47283.508,251,56675.662,266,73037.189,163,172746.844,221,98381.6,76
711056346,Dongjak,51,9829.289,162,36292.394,185,77531.15,427,131936.803,441,15998.471,186
711230511,Goyang,51,89538.329,223,106956.625,138,76661.127,186,142344.254,217,39827.871,91
711291125,Gangnam,51,70928.03,84,55671.324,71,98370.092,61,244123.549,137,199179.24,85
711344037,Hwaseong,58,100994.498,215,109792.935,430,202185.454,503,287351.566,408,48597.902,216
711381351,Gangseo,48,1583.9,19,4052.5,24,37515.105,112,189099.477,278,46456.1,103
711717932,Seongnam,56,79293.67,82,70125.868,111,5301.5,16,124226.555,127,30883.74,52
711734799,Hanam,52,146029.48,259,172235.331,348,149510.266,359,308632.926,333,90169.973,156
711738979,Seongnam,54,142356.164,210,229021.393,178,221999.357,238,201302.411,301,32553.042,126
711751821,Gangnam,42,22726.9,60,113778.211,137,183086.139,165,243357.484,200,136290.172,91
711769681,Gangnam,50,192544.283,524,183562.416,554,111349.153,318,150800.597,265,28283.674,97
711892667,Seocho,44,217938.5,118,102773.931,128,230174.455,262,252625.61,216,107576.19,103
711989541,Songpa,48,42470.83,140,55139.778,93,126917.411,255,199651.572,254,58214.908,99
712010121,Goyang,45,5573.05,31,12170.36,16,101822.64,263,282677.827,558,63951.129,244
712263141,Yangcheon,48,60437.1,183,97438.892,206,116227.881,216,133617.896,235,54665.92,130
712321187,Yongsan,54,114308.217,248,91393.51,278,174915.271,251,176466.112,166,42825.44,43
712434505,Gangnam,52,48452.394,138,50108.482,125,207823.036,180,167117.77,205,54821.91,54
712668816,Seongnam,55,135917.395,449,123441.401,437,133350.942,445,116954.348,407,34035.659,194
712744419,Seongnam,58,57297.382,124,112433.944,155,164609.131,227,138734.402,218,108120.784,121
712771004,Seongnam,47,93938.773,177,179301.716,286,101066.694,254,169990.45,290,65754.159,133
712796274,Gangnam,46,116246.605,417,127975.806,381,169740.849,305,134825.388,307,136549.384,185
